target,source,value
electricity,heating_hp_bkup,0
electricity,heating_hp_bkup,0
electricity,heating_hp_bkup,0.879
electricity,heating_hp_bkup,0
electricity,heating_hp_bkup,4.982
electricity,heating_hp_bkup,30550.284
electricity,heating_hp_bkup,3460.281
electricity,heating_hp_bkup,7666.111
electricity,heating_hp_bkup,6855.217
electricity,heating_hp_bkup,139851.06
electricity,heating_hp_bkup,35534.278
electricity,heating_hp_bkup,5358.507
electricity,heating_hp_bkup,7384.801
electricity,heating_hp_bkup,10648.735
electricity,heating_hp_bkup,168091.781
electricity,heating_hp_bkup,232073.01
electricity,heating_hp_bkup,47669.176
electricity,heating_hp_bkup,88773.264
electricity,heating_hp_bkup,53824.26
electricity,heating_hp_bkup,1276791.953
electricity,heating_hp_bkup,983417.258
electricity,heating_hp_bkup,256765.722
electricity,heating_hp_bkup,559677.223
electricity,heating_hp_bkup,1120333.923
electricity,heating_hp_bkup,7544748.106
electricity,heating_hp_bkup,8793.009
electricity,heating_hp_bkup,1378.312
electricity,heating_hp_bkup,1800.338
electricity,heating_hp_bkup,1577.894
electricity,heating_hp_bkup,39124.692
electricity,heating_hp_bkup,11180.072
electricity,heating_hp_bkup,2370.063
electricity,heating_hp_bkup,7073.552
electricity,heating_hp_bkup,2909.021
electricity,heating_hp_bkup,61782.315
electricity,heating_hp_bkup,725.937
electricity,heating_hp_bkup,401.507
electricity,heating_hp_bkup,194.013
electricity,heating_hp_bkup,31.066
electricity,heating_hp_bkup,5331.544
electricity,heating_hp_bkup,48057.214
electricity,heating_hp_bkup,20300.445
electricity,heating_hp_bkup,26278.183
electricity,heating_hp_bkup,8718.574
electricity,heating_hp_bkup,404918.414
electricity,heating_hp_bkup,6123.427
electricity,heating_hp_bkup,940.464
electricity,heating_hp_bkup,12287.297
electricity,heating_hp_bkup,34.582
electricity,heating_hp_bkup,38594.235
electricity,heating_hp_bkup,78983.822
electricity,heating_hp_bkup,30559.105
electricity,heating_hp_bkup,50098.455
electricity,heating_hp_bkup,5860.252
electricity,heating_hp_bkup,700518.098
electricity,heating_hp_bkup,17443.589
electricity,heating_hp_bkup,13930.255
electricity,heating_hp_bkup,14038.984
electricity,heating_hp_bkup,4958.762
electricity,heating_hp_bkup,181972.518
electricity,heating_hp_bkup,0
electricity,heating_hp_bkup,0
electricity,heating_hp_bkup,0
electricity,heating_hp_bkup,10.844
electricity,heating_hp_bkup,0
electricity,heating_hp_bkup,54640.758
electricity,heating_hp_bkup,52724.073
electricity,heating_hp_bkup,93195.424
electricity,heating_hp_bkup,79458.601
electricity,heating_hp_bkup,1587277.31
electricity,heating_hp_bkup,7413.82
electricity,heating_hp_bkup,21691.362
electricity,heating_hp_bkup,8814.113
electricity,heating_hp_bkup,5156.585
electricity,heating_hp_bkup,277627.693
electricity,heating_hp_bkup,154.742
electricity,heating_hp_bkup,111.366
electricity,heating_hp_bkup,357.245
electricity,heating_hp_bkup,486.205
electricity,heating_hp_bkup,1117.481
electricity,heating_hp_bkup,3253.383
electricity,heating_hp_bkup,1500.231
electricity,heating_hp_bkup,120.45
electricity,heating_hp_bkup,1562.655
electricity,heating_hp_bkup,25743.658
electricity,heating_hp_bkup,17709.407
electricity,heating_hp_bkup,702.491
electricity,heating_hp_bkup,1708.31
electricity,heating_hp_bkup,9896.423
electricity,heating_hp_bkup,60236.361
electricity,heating_hp_bkup,24542.064
electricity,heating_hp_bkup,543.647
electricity,heating_hp_bkup,4711.703
electricity,heating_hp_bkup,2393.218
electricity,heating_hp_bkup,41930.263
electricity,heating_hp_bkup,30618.895
electricity,heating_hp_bkup,12818.05
electricity,heating_hp_bkup,7441.073
electricity,heating_hp_bkup,35412.071
electricity,heating_hp_bkup,479349.968
electricity,heating_hp_bkup,5328.911
electricity,heating_hp_bkup,0
electricity,heating_hp_bkup,0
electricity,heating_hp_bkup,0
electricity,heating_hp_bkup,11332.471
electricity,heating_hp_bkup,0
electricity,heating_hp_bkup,0
electricity,heating_hp_bkup,0
electricity,heating_hp_bkup,0
electricity,heating_hp_bkup,0
electricity,heating_hp_bkup,1032.196
electricity,heating_hp_bkup,4573.956
electricity,heating_hp_bkup,6448.434
electricity,heating_hp_bkup,16672.519
electricity,heating_hp_bkup,93324.368
electricity,heating_hp_bkup,0
electricity,heating_hp_bkup,0
electricity,heating_hp_bkup,0
electricity,heating_hp_bkup,0
electricity,heating_hp_bkup,0
electricity,heating_hp_bkup,164450.09
electricity,heating_hp_bkup,69041.974
electricity,heating_hp_bkup,87908.13
electricity,heating_hp_bkup,85816.19
electricity,heating_hp_bkup,1245499.876
electricity,heating_hp_bkup,8905.257
electricity,heating_hp_bkup,7012.897
electricity,heating_hp_bkup,147.708
electricity,heating_hp_bkup,0
electricity,heating_hp_bkup,106749.964
electricity,heating,4201715.081
electricity,heating,10149052.04
electricity,heating,23953701.16
electricity,heating,3494779.02
electricity,heating,82619061.05
electricity,heating,459826.75
electricity,heating,2730895.432
electricity,heating,5003253.319
electricity,heating,763074.126
electricity,heating,12889608.55
electricity,heating,2256033.846
electricity,heating,1756422.692
electricity,heating,2632671.493
electricity,heating,594721.5
electricity,heating,20028228.41
electricity,heating,0
electricity,heating,212958.625
electricity,heating,254416.756
electricity,heating,0
electricity,heating,1445074.54
electricity,heating,1193695.467
electricity,heating,2168077.346
electricity,heating,3837648.146
electricity,heating,818468.365
electricity,heating,26962327.41
electricity,heating,532565.23
electricity,heating,1771636.304
electricity,heating,6049486.58
electricity,heating,1366992.203
electricity,heating,25095503.71
electricity,heating,4184935.019
electricity,heating,3327175.483
electricity,heating,5355293.826
electricity,heating,1107716.33
electricity,heating,38193416.32
electricity,heating,300982.522
electricity,heating,932081.471
electricity,heating,2375791.464
electricity,heating,483574.3
electricity,heating,11460440.15
electricity,heating,1226251.269
electricity,heating,7314150.961
electricity,heating,8364935.298
electricity,heating,4157310.427
electricity,heating,38167614.63
electricity,heating,290025.181
electricity,heating,1735634.281
electricity,heating,1037472.759
electricity,heating,192676.058
electricity,heating,5927761.847
electricity,heating,142043.341
electricity,heating,5395888.254
electricity,heating,13805739.62
electricity,heating,5798745.517
electricity,heating,15588716.32
electricity,heating,99177.008
electricity,heating,6319996.743
electricity,heating,10285008.57
electricity,heating,1851192.497
electricity,heating,10793630.79
electricity,heating,63517.587
electricity,heating,732782.89
electricity,heating,1010151.21
electricity,heating,158337.801
electricity,heating,1528104.793
electricity,heating,0
electricity,heating,39753.625
electricity,heating,18813.112
electricity,heating,0
electricity,heating,133294.877
electricity,heating,475583.132
electricity,heating,116064.931
electricity,heating,230556.664
electricity,heating,55161.545
electricity,heating,3454498.143
electricity,heating,1591450.055
electricity,heating,482797.665
electricity,heating,441133.798
electricity,heating,123963.495
electricity,heating,7300078.269
electricity,heating,4680709.565
electricity,heating,1666501.459
electricity,heating,2278048.166
electricity,heating,754925.58
electricity,heating,29604556.26
electricity,heating,10182425.79
electricity,heating,3843582.224
electricity,heating,5175537.518
electricity,heating,1617593.177
electricity,heating,60795955.51
electricity,heating,1364911.982
electricity,heating,394374.309
electricity,heating,450123.75
electricity,heating,140164.169
electricity,heating,5193515.944
electricity,heating,39576.02
electricity,heating,41910.918
electricity,heating,162591.394
electricity,heating,151283.577
electricity,heating,815551.964
electricity,heating,5457930.224
electricity,heating,1073096.983
electricity,heating,1607784.559
electricity,heating,1202625.326
electricity,heating,27529491.07
electricity,heating,3419042.434
electricity,heating,559245.837
electricity,heating,707036.881
electricity,heating,536364.6
electricity,heating,13607363.35
electricity,heating,12400838.37
electricity,heating,3072299.197
electricity,heating,5053728.671
electricity,heating,2402271.332
electricity,heating,58019710.23
electricity,heating,14083383.72
electricity,heating,6071761.739
electricity,heating,14726047.83
electricity,heating,15103089.94
electricity,heating,112621748.2
electricity,heating,830369.694
electricity,heating,245301.368
electricity,heating,370369.454
electricity,heating,151460.301
electricity,heating,4156733.367
electricity,heating,8246229.788
electricity,heating,2599693.947
electricity,heating,5272517.627
electricity,heating,1817877.337
electricity,heating,48211707.07
electricity,heating,209557.828
electricity,heating,36196.039
electricity,heating,21002.056
electricity,heating,16914.01
electricity,heating,949955.588
electricity,heating,4372390.014
electricity,heating,1595690.8
electricity,heating,3982740.297
electricity,heating,1130497.325
electricity,heating,32197763.09
electricity,heating,403715.657
electricity,heating,100936.607
electricity,heating,122632.661
electricity,heating,39339.515
electricity,heating,2210264.349
electricity,heating,5639333.605
electricity,heating,1758812.108
electricity,heating,2878145.18
electricity,heating,493187.025
electricity,heating,31285797.14
electricity,heating,372640.454
electricity,heating,222574.581
electricity,heating,276556.52
electricity,heating,128130.67
electricity,heating,2621737.3
electricity,heating,0
electricity,heating,0
electricity,heating,747.038
electricity,heating,218.631
electricity,heating,27637.188
electricity,heating,2418191.233
electricity,heating,1733265.968
electricity,heating,3436396.045
electricity,heating,1350220.038
electricity,heating,21633354.05
electricity,heating,1885040.741
electricity,heating,1234237.452
electricity,heating,1191968.979
electricity,heating,586967.722
electricity,heating,12531896.85
electricity,heating,654088.321
electricity,heating,171216.805
electricity,heating,388895.05
electricity,heating,274267.633
electricity,heating,3958047.321
electricity,heating,600700.454
electricity,heating,237893.121
electricity,heating,276855.742
electricity,heating,106461.003
electricity,heating,3540331.354
electricity,heating,452175.546
electricity,heating,129671.052
electricity,heating,192587.848
electricity,heating,56311.261
electricity,heating,2468180.957
electricity,heating,111986.559
electricity,heating,52493.423
electricity,heating,245824.202
electricity,heating,177135.966
electricity,heating,1311463.443
electricity,heating,3600512.912
electricity,heating,1145770.142
electricity,heating,1233018.275
electricity,heating,460070.292
electricity,heating,14093769.57
electricity,heating,354001.719
electricity,heating,40095.053
electricity,heating,32059.631
electricity,heating,26809.262
electricity,heating,1348718.632
electricity,heating,20313.928
electricity,heating,3367.679
electricity,heating,1647.353
electricity,heating,240.904
electricity,heating,86936.606
electricity,heating,930148.959
electricity,heating,1103050.357
electricity,heating,1659165.841
electricity,heating,1017973.275
electricity,heating,15896889.93
electricity,heating,168161.542
electricity,heating,598367.311
electricity,heating,924749.693
electricity,heating,508756.43
electricity,heating,4122730.681
electricity,heating,5389586.357
electricity,heating,3231277.351
electricity,heating,5504940.577
electricity,heating,2145211.953
electricity,heating,37345983.19
electricity,heating,137935.657
electricity,heating,109643.162
electricity,heating,67543.209
electricity,heating,70312.44
electricity,heating,1858377.42
electricity,hot_tub_heater,77051.908
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,85622.761
electricity,hot_tub_heater,2285909.491
electricity,hot_tub_heater,11709.948
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,4133.181
electricity,hot_tub_heater,470864.975
electricity,hot_tub_heater,23383.553
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,2582.249
electricity,hot_tub_heater,292012.496
electricity,hot_tub_heater,691.355
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,41947.261
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,4862.635
electricity,hot_tub_heater,321859.734
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,7517.564
electricity,hot_tub_heater,433194.798
electricity,hot_tub_heater,4577.477
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,593074.434
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,1216.831
electricity,hot_tub_heater,127290.431
electricity,hot_tub_heater,0
electricity,hot_tub_heater,15537.163
electricity,hot_tub_heater,7620.435
electricity,hot_tub_heater,42976.823
electricity,hot_tub_heater,1360930.893
electricity,hot_tub_heater,0
electricity,hot_tub_heater,4144.61
electricity,hot_tub_heater,1912.875
electricity,hot_tub_heater,3281.517
electricity,hot_tub_heater,268344.373
electricity,hot_tub_heater,0
electricity,hot_tub_heater,42384.523
electricity,hot_tub_heater,26971.035
electricity,hot_tub_heater,86745.52
electricity,hot_tub_heater,1116812.349
electricity,hot_tub_heater,0
electricity,hot_tub_heater,15152.945
electricity,hot_tub_heater,37822.289
electricity,hot_tub_heater,12197.911
electricity,hot_tub_heater,799793.276
electricity,hot_tub_heater,0
electricity,hot_tub_heater,2735.232
electricity,hot_tub_heater,4279.717
electricity,hot_tub_heater,1068.83
electricity,hot_tub_heater,206924.58
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,7644.172
electricity,hot_tub_heater,2202.137
electricity,hot_tub_heater,1419.637
electricity,hot_tub_heater,4884.029
electricity,hot_tub_heater,0
electricity,hot_tub_heater,74547.609
electricity,hot_tub_heater,8406.159
electricity,hot_tub_heater,2828.136
electricity,hot_tub_heater,4980.157
electricity,hot_tub_heater,0
electricity,hot_tub_heater,117172.744
electricity,hot_tub_heater,12941.433
electricity,hot_tub_heater,4637.85
electricity,hot_tub_heater,10795.566
electricity,hot_tub_heater,1878.292
electricity,hot_tub_heater,367913.794
electricity,hot_tub_heater,16985.814
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,636884.16
electricity,hot_tub_heater,3402.555
electricity,hot_tub_heater,0
electricity,hot_tub_heater,1509.316
electricity,hot_tub_heater,0
electricity,hot_tub_heater,82139.321
electricity,hot_tub_heater,4710.531
electricity,hot_tub_heater,6745.031
electricity,hot_tub_heater,37903.175
electricity,hot_tub_heater,9072.601
electricity,hot_tub_heater,129938.035
electricity,hot_tub_heater,45496.647
electricity,hot_tub_heater,24294.127
electricity,hot_tub_heater,73164.608
electricity,hot_tub_heater,15384.473
electricity,hot_tub_heater,943441.775
electricity,hot_tub_heater,7391.547
electricity,hot_tub_heater,4738.373
electricity,hot_tub_heater,13184.093
electricity,hot_tub_heater,2288.885
electricity,hot_tub_heater,175857.01
electricity,hot_tub_heater,31941.525
electricity,hot_tub_heater,16956.799
electricity,hot_tub_heater,51247.874
electricity,hot_tub_heater,11146.078
electricity,hot_tub_heater,821592.206
electricity,hot_tub_heater,25039.7
electricity,hot_tub_heater,5646.601
electricity,hot_tub_heater,13903.583
electricity,hot_tub_heater,1458.322
electricity,hot_tub_heater,1228320.917
electricity,hot_tub_heater,0
electricity,hot_tub_heater,1378.606
electricity,hot_tub_heater,7480.933
electricity,hot_tub_heater,797.739
electricity,hot_tub_heater,97269.703
electricity,hot_tub_heater,23428.689
electricity,hot_tub_heater,21063.898
electricity,hot_tub_heater,53462.612
electricity,hot_tub_heater,3851.833
electricity,hot_tub_heater,994656.527
electricity,hot_tub_heater,3324.598
electricity,hot_tub_heater,812.686
electricity,hot_tub_heater,627.172
electricity,hot_tub_heater,0
electricity,hot_tub_heater,22172.586
electricity,hot_tub_heater,10633.204
electricity,hot_tub_heater,8775.72
electricity,hot_tub_heater,42523.148
electricity,hot_tub_heater,4134.061
electricity,hot_tub_heater,556447.297
electricity,hot_tub_heater,753.779
electricity,hot_tub_heater,627.172
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,33153.369
electricity,hot_tub_heater,17528.284
electricity,hot_tub_heater,5451.708
electricity,hot_tub_heater,24238.442
electricity,hot_tub_heater,2402.304
electricity,hot_tub_heater,381628.644
electricity,hot_tub_heater,1304.753
electricity,hot_tub_heater,844.045
electricity,hot_tub_heater,2422.818
electricity,hot_tub_heater,0
electricity,hot_tub_heater,45314.059
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,2372.117
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,853570.934
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,224802.789
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,528121.378
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,266436.185
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,123565.209
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,17891.402
electricity,hot_tub_heater,20636.894
electricity,hot_tub_heater,0
electricity,hot_tub_heater,7342.895
electricity,hot_tub_heater,0
electricity,hot_tub_heater,276738.815
electricity,hot_tub_heater,2748.128
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,26266.787
electricity,hot_tub_heater,1328.784
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,7986.478
electricity,hot_tub_heater,20989.458
electricity,hot_tub_heater,0
electricity,hot_tub_heater,23655.524
electricity,hot_tub_heater,47462.856
electricity,hot_tub_heater,1606116.769
electricity,hot_tub_heater,6315.976
electricity,hot_tub_heater,0
electricity,hot_tub_heater,6514.09
electricity,hot_tub_heater,11772.372
electricity,hot_tub_heater,472167.378
electricity,hot_tub_heater,62099.709
electricity,hot_tub_heater,0
electricity,hot_tub_heater,44782.139
electricity,hot_tub_heater,0
electricity,hot_tub_heater,1145522.168
electricity,hot_tub_heater,753.779
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,0
electricity,hot_tub_heater,47895.141
electricity,hot_tub_pump,76119.641
electricity,hot_tub_pump,78366.618
electricity,hot_tub_pump,0
electricity,hot_tub_pump,84586.166
electricity,hot_tub_pump,2894831.313
electricity,hot_tub_pump,11567.808
electricity,hot_tub_pump,674.063
electricity,hot_tub_pump,0
electricity,hot_tub_pump,4083.066
electricity,hot_tub_pump,518252.505
electricity,hot_tub_pump,23101.326
electricity,hot_tub_pump,10357.718
electricity,hot_tub_pump,0
electricity,hot_tub_pump,2551.184
electricity,hot_tub_pump,369040.361
electricity,hot_tub_pump,682.856
electricity,hot_tub_pump,833.787
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,50596.083
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,4803.727
electricity,hot_tub_pump,333130.355
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,7426.713
electricity,hot_tub_pump,447376.773
electricity,hot_tub_pump,4522.379
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,605425.606
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,1201.884
electricity,hot_tub_pump,136355.997
electricity,hot_tub_pump,0
electricity,hot_tub_pump,22203.063
electricity,hot_tub_pump,7527.53
electricity,hot_tub_pump,63630.71
electricity,hot_tub_pump,1854349.958
electricity,hot_tub_pump,0
electricity,hot_tub_pump,6895.961
electricity,hot_tub_pump,1890.308
electricity,hot_tub_pump,3241.952
electricity,hot_tub_pump,340907.872
electricity,hot_tub_pump,0
electricity,hot_tub_pump,60076.635
electricity,hot_tub_pump,26645.726
electricity,hot_tub_pump,123824.278
electricity,hot_tub_pump,1468197.482
electricity,hot_tub_pump,0
electricity,hot_tub_pump,14969.777
electricity,hot_tub_pump,37366.557
electricity,hot_tub_pump,12049.91
electricity,hot_tub_pump,790116.907
electricity,hot_tub_pump,0
electricity,hot_tub_pump,2702.409
electricity,hot_tub_pump,4227.256
electricity,hot_tub_pump,1055.935
electricity,hot_tub_pump,204426.436
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,7551.563
electricity,hot_tub_pump,2175.467
electricity,hot_tub_pump,1402.345
electricity,hot_tub_pump,7272.851
electricity,hot_tub_pump,0
electricity,hot_tub_pump,103949.371
electricity,hot_tub_pump,8303.877
electricity,hot_tub_pump,2794.432
electricity,hot_tub_pump,6319.784
electricity,hot_tub_pump,0
electricity,hot_tub_pump,156595.786
electricity,hot_tub_pump,12785.224
electricity,hot_tub_pump,10539.713
electricity,hot_tub_pump,14383.342
electricity,hot_tub_pump,1855.433
electricity,hot_tub_pump,479061.566
electricity,hot_tub_pump,16780.076
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,658432.201
electricity,hot_tub_pump,3361.525
electricity,hot_tub_pump,0
electricity,hot_tub_pump,1491.145
electricity,hot_tub_pump,0
electricity,hot_tub_pump,86034.529
electricity,hot_tub_pump,4653.383
electricity,hot_tub_pump,12835.341
electricity,hot_tub_pump,57528.975
electricity,hot_tub_pump,8962.114
electricity,hot_tub_pump,194894.886
electricity,hot_tub_pump,44948.014
electricity,hot_tub_pump,40398.38
electricity,hot_tub_pump,98799.529
electricity,hot_tub_pump,15198.078
electricity,hot_tub_pump,1274630.211
electricity,hot_tub_pump,7302.158
electricity,hot_tub_pump,6019.68
electricity,hot_tub_pump,16727.322
electricity,hot_tub_pump,2261.336
electricity,hot_tub_pump,245270.002
electricity,hot_tub_pump,31554.084
electricity,hot_tub_pump,23511.037
electricity,hot_tub_pump,73049.138
electricity,hot_tub_pump,11010.972
electricity,hot_tub_pump,1132454.39
electricity,hot_tub_pump,24736.958
electricity,hot_tub_pump,9190.415
electricity,hot_tub_pump,23937.167
electricity,hot_tub_pump,1440.737
electricity,hot_tub_pump,1371799.362
electricity,hot_tub_pump,0
electricity,hot_tub_pump,1362.194
electricity,hot_tub_pump,9096.923
electricity,hot_tub_pump,788.068
electricity,hot_tub_pump,141519.325
electricity,hot_tub_pump,23145.874
electricity,hot_tub_pump,36120.419
electricity,hot_tub_pump,92689.872
electricity,hot_tub_pump,3805.235
electricity,hot_tub_pump,1313673.419
electricity,hot_tub_pump,3284.155
electricity,hot_tub_pump,1582.877
electricity,hot_tub_pump,1385.347
electricity,hot_tub_pump,0
electricity,hot_tub_pump,31721.132
electricity,hot_tub_pump,10504.545
electricity,hot_tub_pump,13159.768
electricity,hot_tub_pump,55089.148
electricity,hot_tub_pump,4083.945
electricity,hot_tub_pump,723305.514
electricity,hot_tub_pump,744.694
electricity,hot_tub_pump,619.845
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,44817.598
electricity,hot_tub_pump,17316.392
electricity,hot_tub_pump,10527.112
electricity,hot_tub_pump,30880.308
electricity,hot_tub_pump,2372.996
electricity,hot_tub_pump,527808.958
electricity,hot_tub_pump,1288.634
electricity,hot_tub_pump,833.787
electricity,hot_tub_pump,3104.794
electricity,hot_tub_pump,0
electricity,hot_tub_pump,61885.468
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,3982.543
electricity,hot_tub_pump,0
electricity,hot_tub_pump,5961.066
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,961557.933
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,235933.04
electricity,hot_tub_pump,0
electricity,hot_tub_pump,17332.517
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,812650.278
electricity,hot_tub_pump,0
electricity,hot_tub_pump,16168.437
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,407943.483
electricity,hot_tub_pump,0
electricity,hot_tub_pump,6090.895
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,179175.729
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,19654.517
electricity,hot_tub_pump,22463.309
electricity,hot_tub_pump,0
electricity,hot_tub_pump,7254.386
electricity,hot_tub_pump,0
electricity,hot_tub_pump,307039.991
electricity,hot_tub_pump,2715.01
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,31100.993
electricity,hot_tub_pump,2093.699
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,20181.46
electricity,hot_tub_pump,45792.066
electricity,hot_tub_pump,0
electricity,hot_tub_pump,43368.359
electricity,hot_tub_pump,81312.566
electricity,hot_tub_pump,3382252.97
electricity,hot_tub_pump,15807.667
electricity,hot_tub_pump,0
electricity,hot_tub_pump,11720.204
electricity,hot_tub_pump,23921.632
electricity,hot_tub_pump,1006146.606
electricity,hot_tub_pump,61347.981
electricity,hot_tub_pump,0
electricity,hot_tub_pump,44242.589
electricity,hot_tub_pump,0
electricity,hot_tub_pump,1250896.105
electricity,hot_tub_pump,744.694
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,0
electricity,hot_tub_pump,100103.396
electricity,hot_water,1635858.81
electricity,hot_water,2068095.855
electricity,hot_water,7592199.189
electricity,hot_water,661646.336
electricity,hot_water,31492736.95
electricity,hot_water,402708.954
electricity,hot_water,669732.751
electricity,hot_water,1471745.176
electricity,hot_water,180524.742
electricity,hot_water,8629990.806
electricity,hot_water,650902.929
electricity,hot_water,397667.253
electricity,hot_water,889984.742
electricity,hot_water,97447.301
electricity,hot_water,5409497.013
electricity,hot_water,70650.642
electricity,hot_water,33950.523
electricity,hot_water,45780.926
electricity,hot_water,7255.268
electricity,hot_water,1021168.042
electricity,hot_water,300142.293
electricity,hot_water,453818.795
electricity,hot_water,1233934.716
electricity,hot_water,196485.104
electricity,hot_water,7158531.393
electricity,hot_water,342310.819
electricity,hot_water,361656.146
electricity,hot_water,1825890.508
electricity,hot_water,321641.107
electricity,hot_water,8115983.712
electricity,hot_water,1144363.101
electricity,hot_water,1030195.522
electricity,hot_water,2115734.271
electricity,hot_water,468599.247
electricity,hot_water,11149181.96
electricity,hot_water,239824.451
electricity,hot_water,147523.479
electricity,hot_water,518951.201
electricity,hot_water,92992.623
electricity,hot_water,2899221.094
electricity,hot_water,830049.37
electricity,hot_water,1734225.193
electricity,hot_water,2585674.912
electricity,hot_water,1379239.651
electricity,hot_water,13888424.93
electricity,hot_water,365877.252
electricity,hot_water,288791.356
electricity,hot_water,303048.383
electricity,hot_water,32210.269
electricity,hot_water,2906807.52
electricity,hot_water,170684.589
electricity,hot_water,2190658.774
electricity,hot_water,6653719.388
electricity,hot_water,2029929.501
electricity,hot_water,7780819.458
electricity,hot_water,148858.123
electricity,hot_water,1984906.477
electricity,hot_water,2747276.046
electricity,hot_water,1139126.805
electricity,hot_water,8725640.409
electricity,hot_water,271766.856
electricity,hot_water,256109.24
electricity,hot_water,283266.675
electricity,hot_water,128928.994
electricity,hot_water,3339289.887
electricity,hot_water,6792.802
electricity,hot_water,6058.951
electricity,hot_water,20284.621
electricity,hot_water,2516.308
electricity,hot_water,133018.509
electricity,hot_water,297737.052
electricity,hot_water,115107.765
electricity,hot_water,273752.697
electricity,hot_water,35443.134
electricity,hot_water,1690658.706
electricity,hot_water,863897.037
electricity,hot_water,218771.395
electricity,hot_water,396077.943
electricity,hot_water,54081.284
electricity,hot_water,3001635.95
electricity,hot_water,1856547.79
electricity,hot_water,688028.593
